id,date,store_nbr,family,sales,onpromotion
"1048564,2014-08-13,3,""LIQUOR,WINE,BEER"",135.0,0"
1048565,2014-08-13,3,MAGAZINES,0.0,0
1048566,2014-08-13,3,MEATS,700.607,0
1048567,2014-08-13,3,PERSONAL CARE,402.0,0
1048568,2014-08-13,3,PET SUPPLIES,0.0,0
1048569,2014-08-13,3,PLAYERS AND ELECTRONICS,0.0,0
1048570,2014-08-13,3,POULTRY,974.098,1
1048571,2014-08-13,3,PREPARED FOODS,324.293,0
1048572,2014-08-13,3,PRODUCE,10.0,1
1048573,2014-08-13,3,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048574,2014-08-13,3,SEAFOOD,69.116,0
